index,dataset,n_base,dim,k,recall,p50_ms,p95_ms,qps,build_s,memory_mb,dist_comps,params
brute,simplewiki_a25000_w100,97579,384,10,1.0,3.2956874929368496,3.655140200862661,305.60216472222936,2.5420449674129486e-06,149.881344,97579.0,
